stride, size, friendly, unfriendly
26,   262144,   415036,     731416
26,   262144,   415038,     725673
26,   262144,   415050,     725933
26,   524288,   830090,    1468744
26,   524288,   845205,    1467994
26,   524288,   829977,    1474201
26,   524288,   829998,    1479423
26,   524288,   830009,    1471020
26,  1048576,  1668280,    3508953
26,  1048576,  1688865,    3551495
26,  1048576,  1675640,    3537524
26,  1048576,  1677302,    3648342
26,  1048576,  1665942,    3553082
26,  2097152,  3410700,   19958952
26,  2097152,  3434150,   20179515
26,  2097152,  3411903,   19886230
26,  2097152,  3409105,   19940925
26,  2097152,  3412278,   19354468
26,  4194304,  6825537,   61055941
26,  4194304,  6829999,   54331702
26,  4194304,  6803877,   62776674
26,  4194304,  6820572,   54511143
26,  4194304,  6832975,   48701249
26,  8388608, 13610551,   97765591
26,  8388608, 13660454,   99732433
26,  8388608, 13688340,   98277615
26,  8388608, 13656239,  105482436
26,  8388608, 13657670,  110183445
26, 16777216, 27267671,  231167356
26, 16777216, 27312777,  231103291
26, 16777216, 27278353,  231582777
26, 16777216, 27280818,  230613570
26, 16777216, 27297662,  230632765
26, 33554432, 54540429,  476324043
26, 33554432, 54601188,  474990075
26, 33554432, 54590832,  477322662
26, 33554432, 54568854,  475045937
26, 33554432, 54560431,  476255497
27,     4096,     6559,       7172
27,     4096,     6532,       7180
27,     4096,     6525,       7173
27,     4096,     6541,       7174
27,     4096,     6526,       7177
27,     8192,    13017,      14075
27,     8192,    13007,      14073
27,     8192,    13035,      14074
27,     8192,    13007,      14074
27,     8192,    13017,      14076
27,    16384,    25975,      27980
27,    16384,    25997,      27975
27,    16384,    25976,      27955
27,    16384,    25986,      27938
27,    16384,    25978,      27936
27,    32768,    51953,      65748
27,    32768,    51913,      64925
27,    32768,    51923,      64932
27,    32768,    51910,      64928
27,    32768,    51927,     106901
27,    65536,   103799,     130531
27,    65536,   103823,     130514
27,    65536,   103798,     130634
27,    65536,   103812,     130525
27,    65536,   103798,     130634
27,   131072,   207563,     275494
27,   131072,   207571,     275590
27,   131072,   207553,     275423
27,   131072,   207563,     275113
27,   131072,   207579,     275202
27,   262144,   415060,     749470
27,   262144,   415039,     755505
27,   262144,   415054,     750898
27,   262144,   415042,     749691
27,   262144,   426435,     757287
27,   524288,   830505,    1516838
27,   524288,   830025,    1508193
27,   524288,   830047,    1507616
27,   524288,   842398,    1508297
27,   524288,   829998,    1512065
27,  1048576,  1684209,    3578921
27,  1048576,  1664221,    3580195
27,  1048576,  1664735,    3583067
27,  1048576,  1666158,    3580591
27,  1048576,  1684454,    3567629
27,  2097152,  3409183,   20663006
27,  2097152,  3409105,   21572213
27,  2097152,  3434071,   20416715
27,  2097152,  3407644,   20974274
27,  2097152,  3408440,   21249933
27,  4194304,  6819900,   50754145
27,  4194304,  6804227,   50514254
27,  4194304,  6815495,   51346751
27,  4194304,  6819850,   56513268
27,  4194304,  6804660,   49855421
27,  8388608, 13638645,  113216718
27,  8388608, 13653274,  112706287
27,  8388608, 13649435,  113193708
27,  8388608, 13628455,  112976648
27,  8388608, 13651279,  107652481
27, 16777216, 27274478,  239559366
27, 16777216, 27284561,  240424357
27, 16777216, 27306225,  239517723
27, 16777216, 27304449,  240573673
27, 16777216, 27277986,  239961890
27, 33554432, 54620912,  494762460
27, 33554432, 54557979,  495709079
27, 33554432, 54554231,  494735650
27, 33554432, 54555828,  493874517
27, 33554432, 54588861,  492255279
28,     4096,     6544,       7136
28,     4096,     6540,       7135
28,     4096,     6526,       7112
28,     4096,     6541,       7112
28,     4096,     6524,       7111
28,     8192,    13012,      13961
28,     8192,    13007,      13961
28,     8192,    13033,      13960
28,     8192,    13005,      13962
28,     8192,    13016,      13960
28,    16384,    25979,      27746
28,    16384,    26031,      27736
28,    16384,    25976,      27732
28,    16384,    25993,      27756
28,    16384,    25979,      27764
28,    32768,    51911,      66887
28,    32768,    51914,      65619
28,    32768,    51910,      65660
28,    32768,    51918,      65710
28,    32768,    51910,      65831
28,    65536,   103812,     132060
28,    65536,   103804,     132528
28,    65536,   103810,     132276
28,    65536,   103812,     132257
28,    65536,   103794,     132129
28,   131072,   235853,     283528
28,   131072,   207574,     282099
28,   131072,   207551,     281427
28,   131072,   207551,     280318
28,   131072,   207553,     280226
28,   262144,   415040,     768708
28,   262144,   415032,     761563
28,   262144,   415026,     770768
28,   262144,   415055,     760564
28,   262144,   415038,     761415
28,   524288,   843136,    1546712
28,   524288,   835446,    1547168
28,   524288,   830020,    1551089
28,   524288,   830037,    1557927
28,   524288,   830049,    1547860
28,  1048576,  1669396,    3714836
28,  1048576,  1684862,    3689103
28,  1048576,  1676477,    3818347
28,  1048576,  1675554,    3702688
28,  1048576,  1682814,    3681338
28,  2097152,  3410213,   21992315
28,  2097152,  3408963,   21746387
28,  2097152,  3431505,   22173655
28,  2097152,  3433409,   22040512
28,  2097152,  3405990,   22374069
28,  4194304,  6825484,   65832427
28,  4194304,  6806484,   58865650
28,  4194304,  6799466,   52627120
28,  4194304,  6833469,   66906595
28,  4194304,  6847647,   52460319
28,  8388608, 13661756,  105107192
28,  8388608, 13630321,  107591684
28,  8388608, 13644988,  118116981
28,  8388608, 13626869,  110535836
28,  8388608, 13628702,  112456425
28, 16777216, 27296931,  249175270
28, 16777216, 27264789,  247930818
28, 16777216, 27269358,  249547905
28, 16777216, 27312006,  248428828
28, 16777216, 27329758,  248821470
28, 33554432, 55097820,  512093645
28, 33554432, 54525893,  514583262
28, 33554432, 54550336,  511849671
28, 33554432, 54564039,  512981853
28, 33554432, 54633160,  511616953
29,     4096,     6573,       7088
29,     4096,     6536,       7072
29,     4096,     6524,       7073
29,     4096,     6542,       7070
29,     4096,     6527,       7071
29,     8192,    13014,      13867
29,     8192,    13006,      13867
29,     8192,    13033,      13867
29,     8192,    13008,      13867
29,     8192,    13016,      13867
29,    16384,    25978,      27558
29,    16384,    25994,      27559
29,    16384,    25979,      27533
29,    16384,    25986,      27557
29,    16384,    25976,      27534
29,    32768,    51957,      67338
29,    32768,    51909,      66544
29,    32768,    51919,      87851
29,    32768,    51921,      67089
29,    32768,    51910,      66416
29,    65536,   103812,     133890
29,    65536,   103806,     133722
29,    65536,   103806,     133588
29,    65536,   103799,     133889
29,    65536,   103798,     133733
29,   131072,   207547,     299250
29,   131072,   207535,     298170
29,   131072,   207554,     303765
29,   131072,   207558,     298572
29,   131072,   207545,     297481
29,   262144,   415040,     784448
29,   262144,   441860,     784877
29,   262144,   415061,     790390
29,   262144,   415042,     789298
29,   262144,   415051,     779323
29,   524288,   830104,    1589999
29,   524288,   830017,    1599819
29,   524288,   829995,    1594595
29,   524288,   829968,    1587860
29,   524288,   835308,    1586494
29,  1048576,  1687116,    3855692
29,  1048576,  1674761,    3812954
29,  1048576,  1681759,    3552775
29,  1048576,  1664795,    3839204
29,  1048576,  1664771,    3695811
29,  2097152,  3412356,   23863801
29,  2097152,  3411851,   21659625
29,  2097152,  3425129,   21925082
29,  2097152,  3402565,   21889071
29,  2097152,  3407936,   21715368
29,  4194304,  6801048,   60897323
29,  4194304,  6814037,   51531306
29,  4194304,  6829147,   54625049
29,  4194304,  6818647,   60749005
29,  4194304,  6805726,   54429440
29,  8388608, 13669413,  118697293
29,  8388608, 17289611,  122177322
29,  8388608, 13658204,  135724114
29,  8388608, 13630870,  137196292
29,  8388608, 13665769,  137371044
29, 16777216, 27259809,  272865621
29, 16777216, 27302853,  272773311
29, 16777216, 27292428,  270720662
29, 16777216, 27297811,  270975853
29, 16777216, 27395288,  271976009
29, 33554432, 54533417,  543410280
29, 33554432, 54563584,  546756275
29, 33554432, 54544684,  545998829
29, 33554432, 54572456,  547231837
29, 33554432, 54584506,  546542390
30,     4096,     6574,       7078
30,     4096,     6532,       7088
30,     4096,     6526,       7060
30,     4096,     6550,       7064
30,     4096,     6524,       7066
30,     8192,    13017,      13845
30,     8192,    13007,      13845
30,     8192,    13034,      13845
30,     8192,    13009,      13845
30,     8192,    13017,      13845
30,    16384,    25980,      27516
30,    16384,    25995,      27512
30,    16384,    25977,      27492
30,    16384,    25985,      27530
30,    16384,    25977,      27493
30,    32768,    51952,      68448
30,    32768,    51909,      67578
30,    32768,    51957,      68248
30,    32768,    51910,      67132
30,    32768,    51929,      67119
30,    65536,   103815,     135410
30,    65536,   103779,     136014
30,    65536,   103805,     136132
30,    65536,   103803,     135732
30,    65536,   103800,     144664
30,   131072,   207594,     299329
30,   131072,   207561,     299093
30,   131072,   207598,     299775
30,   131072,   207575,     298718
30,   131072,   207586,     299549
30,   262144,   425638,     808396
30,   262144,   415083,     809645
30,   262144,   415057,     828083
30,   262144,   415050,     809973
30,   262144,   415079,     813548
30,   524288,   830426,    1630150
30,   524288,   835953,    1630937
30,   524288,   842106,    1630502
30,   524288,   830024,    1636478
30,   524288,   830017,    1638449
30,  1048576,  1668005,    3451086
30,  1048576,  1663224,    3438623
30,  1048576,  1682398,    3442842
30,  1048576,  1671765,    3402156
30,  1048576,  1662680,    3383971
30,  2097152,  3424028,   22417449
30,  2097152,  3407050,   23480918
30,  2097152,  3402124,   22888099
30,  2097152,  3411525,   22527847
30,  2097152,  3406309,   22481161
30,  4194304,  6799824,   70583298
30,  4194304,  6881990,   71863331
30,  4194304,  6831548,   70076592
30,  4194304,  6824830,   70244907
30,  4194304,  6831437,   70556603
30,  8388608, 13627728,  139401359
30,  8388608, 13640749,  141370142
30,  8388608, 13634087,  138613326
30,  8388608, 13619438,  140993553
30,  8388608, 13632182,  140951335
30, 16777216, 27309594,  280315554
30, 16777216, 27290083,  282017556
30, 16777216, 27305043,  281663703
30, 16777216, 27288799,  281867592
30, 16777216, 27388984,  281218575
30, 33554432, 54530489,  563790492
30, 33554432, 54542822,  565548301
30, 33554432, 54547422,  560891147
30, 33554432, 54547341,  566561607
30, 33554432, 54555866,  563929234
31,     4096,     6569,       7086
31,     4096,     6532,       7067
31,     4096,     6524,       7071
31,     4096,     6542,       7068
31,     4096,     6528,       7070
31,     8192,    13017,      13850
31,     8192,    13008,      13849
31,     8192,    13035,      13850
31,     8192,    13007,      13850
31,     8192,    13017,      13851
31,    16384,    25975,      27505
31,    16384,    25993,      27485
31,    16384,    25977,      27501
31,    16384,    25985,      27485
31,    16384,    25975,      27502
31,    32768,    51960,      69560
31,    32768,    51913,      68392
31,    32768,    51918,      68317
31,    32768,    51909,      68398
31,    32768,    51927,      68357
31,    65536,   103811,     137459
31,    65536,   103804,     137623
31,    65536,   123353,     138229
31,    65536,   103788,     137621
31,    65536,   103814,     137344
31,   131072,   207578,     274387
31,   131072,   207561,     274276
31,   131072,   207584,     274841
31,   131072,   207561,     274865
31,   131072,   212792,     278536
31,   262144,   415070,     836314
31,   262144,   415050,     837229
31,   262144,   440336,     835861
31,   262144,   415063,     836170
31,   262144,   415042,     840966
31,   524288,   830104,    1680840
31,   524288,   830236,    1677270
31,   524288,   830007,    1676460
31,   524288,   835477,    1678148
31,   524288,   829981,    1681912
31,  1048576,  1685217,    3368584
31,  1048576,  1672824,    3401812
31,  1048576,  1661698,    3365902
31,  1048576,  1671528,    3495462
31,  1048576,  1670814,    3484695
31,  2097152,  3429748,   23809499
31,  2097152,  3434077,   24255247
31,  2097152,  3424825,   23654829
31,  2097152,  3425066,   23556434
31,  2097152,  3407572,   23599446
31,  4194304,  6828580,   72552306
31,  4194304,  6804874,   74226649
31,  4194304,  6830683,   73111166
31,  4194304,  6800043,   72930437
31,  4194304,  6827988,   72735244
31,  8388608, 13617573,  144861695
31,  8388608, 13658854,  146482226
31,  8388608, 13627402,  146164347
31,  8388608, 13614690,  145291260
31,  8388608, 13655097,  145333711
31, 16777216, 27287618,  291187824
31, 16777216, 27276175,  292886160
31, 16777216, 27261918,  289203825
31, 16777216, 27272071,  291160257
31, 16777216, 27281170,  291374957
31, 33554432, 54571330,  584793157
31, 33554432, 54567192,  584463107
31, 33554432, 54576829,  584118980
31, 33554432, 54582111,  583673437
31, 33554432, 54553796,  584459741
32,     4096,     6575,       7096
32,     4096,     6532,       7102
32,     4096,     6524,       7096
32,     4096,     6540,       7097
32,     4096,     6525,       7097
32,     8192,    13014,      13877
32,     8192,    13007,      13878
32,     8192,    13033,      13876
32,     8192,    13005,      13879
32,     8192,    13017,      13876
32,    16384,    25980,      27558
32,    16384,    26000,      27522
32,    16384,    25979,      27510
32,    16384,    25985,      52668
32,    16384,    26036,      27555
32,    32768,    51907,      70062
32,    32768,    51908,      69193
32,    32768,    51919,      69247
32,    32768,    51908,      69253
32,    32768,    51929,      69191
32,    65536,   103806,     139680
32,    65536,   103796,     139709
32,    65536,   103818,     139679
32,    65536,   103791,     139832
32,    65536,   103823,     139854
32,   131072,   207554,     296938
32,   131072,   207540,     317605
32,   131072,   207569,     296639
32,   131072,   207584,     296892
32,   131072,   207575,     296755
32,   262144,   415042,     863215
32,   262144,   415042,     856840
32,   262144,   415045,     857590
32,   262144,   421088,     857516
32,   262144,   415033,     856840
32,   524288,   842976,    1722519
32,   524288,   830027,    1728152
32,   524288,   830016,    1729695
32,   524288,   829992,    1734041
32,   524288,   829998,    1731088
32,  1048576,  1670051,    3587007
32,  1048576,  1663712,    3589004
32,  1048576,  1674621,    3593779
32,  1048576,  1673626,    3583740
32,  1048576,  1681149,    3585141
32,  2097152,  3407647,   24168041
32,  2097152,  3401330,   24211531
32,  2097152,  3400502,   24263634
32,  2097152,  3403882,   24461751
32,  2097152,  3401721,   24493015
32,  4194304,  6831502,   75051064
32,  4194304,  6806589,   75025471
32,  4194304,  6832781,   75700482
32,  4194304,  6830815,   74708630
32,  4194304,  6804692,   75308434
32,  8388608, 13649887,  151221409
32,  8388608, 13644507,  150808970
32,  8388608, 13630353,  149952801
32,  8388608, 13617109,  149956644
32,  8388608, 13636266,  150434468
32, 16777216, 27276326,  300538168
32, 16777216, 27254767,  299711674
32, 16777216, 27284148,  299164796
32, 16777216, 27297181,  302649876
32, 16777216, 27260180,  303513604
32, 33554432, 54587908,  602120487
32, 33554432, 54590525,  601566136
32, 33554432, 54577994,  604037100
32, 33554432, 54557786,  602468463
32, 33554432, 54568938,  584714112
33,     4096,     6569,       7105
33,     4096,     6537,       7110
33,     4096,     6524,       7112
33,     4096,     6578,       7085
33,     4096,     6523,       7086
33,     8192,    13005,      13867
33,     8192,    13015,      13867
33,     8192,    13008,      13867
33,     8192,    13032,      13868
33,     8192,    13006,      13867
33,    16384,    25988,      27555
33,    16384,    25976,      27515
33,    16384,    25995,      27531
33,    16384,    25972,      27503
33,    16384,    25985,      27544
33,    32768,    51907,      71401
33,    32768,    51957,      70619
33,    32768,    51908,      91213
33,    32768,    51940,      70755
33,    32768,    51918,      70627
33,    65536,   103782,     142298
33,    65536,   103785,     142222
33,    65536,   103795,     141465
33,    65536,   103792,     142226
33,    65536,   103791,     141895
33,   131072,   207582,     311767
33,   131072,   207554,     311869
33,   131072,   213045,     312327
33,   131072,   207574,     311429
33,   131072,   207555,     312352
33,   262144,   415033,     872660
33,   262144,   442265,     872297
33,   262144,   415062,     872524
33,   262144,   415022,     879000
33,   262144,   415034,     872732
33,   524288,   835848,    1779292
33,   524288,   830002,    1790482
33,   524288,   830015,    1783578
33,   524288,   829975,    1784455
33,   524288,   829981,    1788865
33,  1048576,  1669812,    4067990
33,  1048576,  1662676,    3702223
33,  1048576,  1662683,    3686819
33,  1048576,  1682156,    3693413
33,  1048576,  1672619,    3697128
33,  2097152,  3404023,   25320969
33,  2097152,  3400138,   25114279
33,  2097152,  3403517,   25192916
33,  2097152,  3399677,   25022036
33,  2097152,  3400657,   25011059
33,  4194304,  6829432,   61147383
33,  4194304,  6832788,   69658727
33,  4194304,  6833869,   56830103
33,  4194304,  6829569,   68965340
33,  4194304,  6833299,   56668573
33,  8388608, 13766241,  133887290
33,  8388608, 13637082,  137380584
33,  8388608, 13654118,  137283992
33,  8388608, 13629271,  138204879
33,  8388608, 13652796,  137053673
33, 16777216, 27275790,  291995392
33, 16777216, 27281312,  292704003
33, 16777216, 27285223,  291403461
33, 16777216, 27267251,  293008878
33, 16777216, 27316623,  291102940
33, 33554432, 54529557,  603097630
33, 33554432, 54584648,  604149942
33, 33554432, 54548554,  603039573
33, 33554432, 54539591,  603534526
33, 33554432, 54596719,  605308401
34,     4096,     6577,       7114
34,     4096,     6532,       7098
34,     4096,     6524,       7095
34,     4096,     6553,       7094
34,     4096,     6524,       7094
34,     8192,    13023,      13875
34,     8192,    13002,      13875
34,     8192,    13015,      13875
34,     8192,    13006,      13875
34,     8192,    13031,      13875
34,    16384,    25976,      27520
34,    16384,    25989,      27520
34,    16384,    25975,      27543
34,    16384,    26025,      27536
34,    16384,    25977,      27505
34,    32768,    51929,      73080
34,    32768,    51911,      71699
34,    32768,    51910,      71537
34,    32768,    51920,      71476
34,    32768,    51910,      71615
34,    65536,   103806,     144298
34,    65536,   103790,     144427
34,    65536,   103813,     144437
34,    65536,   103806,     144408
34,    65536,   103794,     144337
34,   131072,   207537,     302065
34,   131072,   207564,     310494
34,   131072,   207556,     303658
34,   131072,   207556,     303555
34,   131072,   207568,     302507
34,   262144,   415043,     914833
34,   262144,   415067,     909939
34,   262144,   415053,     911082
34,   262144,   415061,     910296
34,   262144,   415055,     911111
34,   524288,   835538,    1822082
34,   524288,   835202,    1823686
34,   524288,   841222,    1821901
34,   524288,   830046,    1834084
34,   524288,   830048,    1827648
34,  1048576,  1688510,    3791501
34,  1048576,  1662238,    3823371
34,  1048576,  1662599,    3863568
34,  1048576,  1666878,    4036243
34,  1048576,  1662580,    3784138
34,  2097152,  3408493,   25874865
34,  2097152,  3405384,   25530275
34,  2097152,  3406629,   26951573
34,  2097152,  3402720,   25918476
34,  2097152,  3407064,   25834576
34,  4194304,  6813487,   80139193
34,  4194304,  6801144,   70647129
34,  4194304,  6846389,   79713996
34,  4194304,  6826966,   70919004
34,  4194304,  6828277,   63765827
34,  8388608, 13645137,  127702898
34,  8388608, 13650349,  131318860
34,  8388608, 13614065,  127679236
34,  8388608, 13690564,  138246566
34,  8388608, 13666026,  142839228
34, 16777216, 27285288,  301887337
34, 16777216, 27285565,  300214630
34, 16777216, 27286680,  301857774
34, 16777216, 27284565,  300358860
34, 16777216, 27297025,  300391621
34, 33554432, 54551999,  623388580
34, 33554432, 55880725,  621503161
34, 33554432, 54561436,  622467161
34, 33554432, 54635970,  631619631
34, 33554432, 54534945,  628349611
35,     4096,     6605,       7121
35,     4096,     6547,       7130
35,     4096,     6525,       7105
35,     4096,     6545,       7102
35,     4096,     6525,       7103
35,     8192,    13014,      13883
35,     8192,    13008,      13883
35,     8192,    13033,      13883
35,     8192,    13006,      13883
35,     8192,    13052,      13884
35,    16384,    25990,      27539
35,    16384,    25980,      27536
35,    16384,    25977,      27533
35,    16384,    25988,      27533
35,    16384,    25978,      27533
35,    32768,    51947,      73833
35,    32768,    51908,      73221
35,    32768,    51920,      73396
35,    32768,    51910,      73039
35,    32768,    51929,      73387
35,    65536,   103807,     147460
35,    65536,   103818,     147083
35,    65536,   103834,     147971
35,    65536,   103804,     147815
35,    65536,   103809,     148214
35,   131072,   207553,     319736
35,   131072,   207536,     320309
35,   131072,   207555,     320493
35,   131072,   234460,     321568
35,   131072,   207561,     319272
35,   262144,   415061,     919937
35,   262144,   415072,     929083
35,   262144,   415050,     921873
35,   262144,   415080,     931496
35,   262144,   415079,     922498
35,   524288,   830122,    1888988
35,   524288,   830010,    1883205
35,   524288,   829995,    1883481
35,   524288,   830006,    1889478
35,   524288,   830046,    1883153
35,  1048576,  1669478,    4226319
35,  1048576,  1663745,    4212544
35,  1048576,  1665714,    4155517
35,  1048576,  1663892,    4212025
35,  1048576,  1663381,    4208746
35,  2097152,  3430612,   26812396
35,  2097152,  3408806,   26842745
35,  2097152,  3409504,   27157474
35,  2097152,  3406120,   27089546
35,  2097152,  3423249,   26763208
35,  4194304,  6807797,   83234763
35,  4194304,  6830073,   80960528
35,  4194304,  6832983,   82125882
35,  4194304,  6806040,   83322047
35,  4194304,  6825121,   82249514
35,  8388608, 13664742,  138870203
35,  8388608, 13642765,  138145420
35,  8388608, 13633388,  138254169
35,  8388608, 13662902,  135725001
35,  8388608, 13626313,  131188850
35, 16777216, 27277182,  309500172
35, 16777216, 27285394,  310592422
35, 16777216, 27298002,  310116221
35, 16777216, 27301050,  311021304
35, 16777216, 27286452,  312555856
35, 33554432, 54581819,  639176526
35, 33554432, 54562230,  640903054
35, 33554432, 54573297,  640335098
35, 33554432, 54560364,  638735264
35, 33554432, 54591445,  636966618
36,     4096,     6568,       7131
36,     4096,     6534,       7140
36,     4096,     6526,       7113
36,     4096,     6542,       7110
36,     4096,     6529,       7112
36,     8192,    13019,      13890
36,     8192,    13009,      13891
36,     8192,    13032,      13893
36,     8192,    13009,      13891
36,     8192,    13018,      13890
36,    16384,    25984,      27517
36,    16384,    25997,      27543
36,    16384,    25976,      27501
36,    16384,    25985,      27500
36,    16384,    25975,      27500
36,    32768,    51954,      75359
36,    32768,    51913,      74080
36,    32768,    51919,      74454
36,    32768,    51912,      74351
36,    32768,    51929,      74286
36,    65536,   103802,     150041
36,    65536,   103793,     149701
36,    65536,   144347,     149526
36,    65536,   103800,     149835
36,    65536,   103793,     149846
36,   131072,   207546,     316462
36,   131072,   207555,     309826
36,   131072,   207557,     316368
36,   131072,   207573,     324635
36,   131072,   207556,     317515
36,   262144,   415048,     955033
36,   262144,   415034,     960063
36,   262144,   415036,     955343
36,   262144,   415067,     966345
36,   262144,   415043,     953879
36,   524288,   830352,    1934822
36,   524288,   830085,    1929256
36,   524288,   829998,    1936138
36,   524288,   830016,    1931199
36,   524288,   830002,    1930086
36,  1048576,  1669502,    4473747
36,  1048576,  1666168,    4588044
36,  1048576,  1675222,    4430301
36,  1048576,  1684892,    4447724
36,  1048576,  1673851,    4450760
36,  2097152,  3421273,   27126323
36,  2097152,  3406518,   28059852
36,  2097152,  3430427,   28109867
36,  2097152,  3407964,   28111163
36,  2097152,  3414118,   28290156
36,  4194304,  6805619,   67503958
36,  4194304,  6802201,   84478365
36,  4194304,  6831010,   68495373
36,  4194304,  6853108,   84583006
36,  4194304,  6799599,   74738873
36,  8388608, 13689214,  151780573
36,  8388608, 13614488,  159474268
36,  8388608, 13612048,  159576133
36,  8388608, 13643358,  158811912
36,  8388608, 13634083,  158527333
36, 16777216, 27281767,  311716823
36, 16777216, 27277072,  316970859
36, 16777216, 27313548,  310467479
36, 16777216, 27360403,  312359247
36, 16777216, 27289883,  309928362
36, 33554432, 54562572,  658273052
36, 33554432, 54588321,  660489484
36, 33554432, 54518912,  658041440
36, 33554432, 54702543,  659502494
36, 33554432, 54565021,  658987571
37,     4096,     6587,       7174
37,     4096,     6532,       7156
37,     4096,     6550,       7156
37,     4096,     6543,       7172
37,     4096,     6523,       7170
37,     8192,    13016,      13987
37,     8192,    13008,      13971
37,     8192,    13035,      13968
37,     8192,    13006,      13972
37,     8192,    13017,      13968
37,    16384,    25981,      27670
37,    16384,    25989,      27679
37,    16384,    25977,      27653
37,    16384,    25987,      27669
37,    16384,    25977,      27672
37,    32768,    51994,      77037
37,    32768,    51910,      75890
37,    32768,    51918,      75998
37,    32768,    51910,      75722
37,    32768,    51928,      75834
37,    65536,   103808,     152722
37,    65536,   103820,     153470
37,    65536,   103800,     153523
37,    65536,   103795,     153233
37,    65536,   103807,     153200
37,   131072,   207554,     340585
37,   131072,   207564,     305552
37,   131072,   207575,     305791
37,   131072,   207588,     305120
37,   131072,   207546,     305716
37,   262144,   415072,     992118
37,   262144,   415048,     987954
37,   262144,   415104,     992350
37,   262144,   415055,     988593
37,   262144,   415049,     998583
37,   524288,   830024,    1983269
37,   524288,   830126,    1981665
37,   524288,   830016,    1976801
37,   524288,   830026,    1978670
37,   524288,   830066,    1977272
37,  1048576,  1666291,    3976721
37,  1048576,  1673259,    4433831
37,  1048576,  1665486,    4612443
37,  1048576,  1664352,    4741511
37,  1048576,  1664155,    4742061
37,  2097152,  3409004,   30028000
37,  2097152,  3431788,   28796699
37,  2097152,  3408101,   28902616
37,  2097152,  3410800,   29555888
37,  2097152,  3407288,   29392207
37,  4194304,  6834071,   86950111
37,  4194304,  6852142,   77264670
37,  4194304,  6823281,   69288107
37,  4194304,  6831505,   86546315
37,  4194304,  6806063,   69440879
37,  8388608, 13671149,  142666629
37,  8388608, 13658117,  139521901
37,  8388608, 13663160,  149407483
37,  8388608, 13650544,  154511293
37,  8388608, 13619163,  146808142
37, 16777216, 27292147,  327729611
37, 16777216, 27308850,  328323957
37, 16777216, 27285389,  328382773
37, 16777216, 27266407,  328256689
37, 16777216, 27259971,  327569749
37, 33554432, 54583953,  675361890
37, 33554432, 54572803,  674851595
37, 33554432, 54622045,  673344709
37, 33554432, 54578038,  675966480
37, 33554432, 54576321,  676324041
38,     4096,     6575,       7215
38,     4096,     6535,       7226
38,     4096,     6525,       7198
38,     4096,     6552,       7197
38,     4096,     6525,       7197
38,     8192,    13024,      14044
38,     8192,    13006,      14045
38,     8192,    13016,      14046
38,     8192,    13005,      14046
38,     8192,    13033,      14044
38,    16384,    25977,      27805
38,    16384,    25988,      27781
38,    16384,    25977,      27797
38,    16384,    25995,      27792
38,    16384,    25975,      27795
38,    32768,    51918,      79229
38,    32768,    51913,      77430
38,    32768,    51953,     118339
38,    32768,    51929,      78308
38,    32768,    51924,      77178
38,    65536,   103795,     156714
38,    65536,   103795,     156600
38,    65536,   103793,     157032
38,    65536,   103806,     156508
38,    65536,   103789,     156765
38,   131072,   207554,     321881
38,   131072,   207529,     322141
38,   131072,   212913,     322137
38,   131072,   207555,     321670
38,   131072,   207565,     321971
38,   262144,   415034,    1012706
38,   262144,   415033,    1006357
38,   262144,   415042,    1007152
38,   262144,   415079,    1007245
38,   262144,   415051,    1006677
38,   524288,   830199,    2029565
38,   524288,   835376,    2029268
38,   524288,   841287,    2028748
38,   524288,   835217,    2025907
38,   524288,   835043,    2026969
38,  1048576,  1688051,    4795050
38,  1048576,  1666116,    4837615
38,  1048576,  1664726,    4829042
38,  1048576,  1665445,    4805864
38,  1048576,  1687671,    4886246
38,  2097152,  3427567,   29988180
38,  2097152,  3408072,   30202159
38,  2097152,  3427295,   29648866
38,  2097152,  3411129,   30193721
38,  2097152,  3434117,   30264616
38,  4194304,  6834238,   80789938
38,  4194304,  6827795,   89303842
38,  4194304,  6829479,   78985321
38,  4194304,  6827838,   71758970
38,  4194304,  6802871,   89254289
38,  8388608, 13624669,  168400136
38,  8388608, 13638532,  167954030
38,  8388608, 13633284,  160041292
38,  8388608, 13625304,  160530715
38,  8388608, 13630585,  160512907
38, 16777216, 27302391,  335007453
38, 16777216, 27261789,  329128219
38, 16777216, 28502914,  332464109
38, 16777216, 27260793,  328838330
38, 16777216, 27295456,  333196350
38, 33554432, 54599580,  693179562
38, 33554432, 54657385,  692276911
38, 33554432, 54524652,  694223585
38, 33554432, 54582240,  691712040
38, 33554432, 54542371,  692825732
39,     4096,     6543,       7462
39,     4096,     6532,       7466
39,     4096,     6525,       7467
39,     4096,     6542,       7438
39,     4096,     6529,       7439
39,     8192,    13015,      14554
39,     8192,    13007,      14554
39,     8192,    13033,      14556
39,     8192,    13008,      14554
39,     8192,    13016,      14554
39,    16384,    25974,      28742
39,    16384,    25996,      28741
39,    16384,    25980,      28728
39,    16384,    25987,      28728
39,    16384,    25976,      28733
39,    32768,    51952,      81664
39,    32768,    51910,      80179
39,    32768,    51921,      79879
39,    32768,    51940,      81131
39,    32768,    51929,      79712
39,    65536,   103800,     163712
39,    65536,   103831,     163017
39,    65536,   103806,     163150
39,    65536,   103797,     163263
39,    65536,   103801,     163290
39,   131072,   207553,     344722
39,   131072,   207582,     342010
39,   131072,   212704,     344938
39,   131072,   207554,     344480
39,   131072,   207565,     344648
39,   262144,   415033,    1049240
39,   262144,   415034,    1043637
