stride, size, friendly, unfriendly
13,   262144,   420556,     488941
13,   262144,   415050,     488735
13,   262144,   415036,     489583
13,   262144,   415025,     494750
13,   524288,   830644,     983634
13,   524288,   847777,     982486
13,   524288,   829967,     987916
13,   524288,   830043,     983818
13,   524288,   835151,     982637
13,  1048576,  1688923,    2089343
13,  1048576,  1674328,    2102762
13,  1048576,  1663674,    2114348
13,  1048576,  1673575,    2098934
13,  1048576,  2063027,    2134159
13,  2097152,  3409910,   10334567
13,  2097152,  3426011,   10591276
13,  2097152,  3406918,   10381061
13,  2097152,  3435610,   10703065
13,  2097152,  3413289,   10723105
13,  4194304,  6828125,   25142609
13,  4194304,  6810870,   31304256
13,  4194304,  6804103,   27901413
13,  4194304,  6800564,   31363043
13,  4194304,  6825934,   27896984
13,  8388608, 13735782,   56194739
13,  8388608, 13626478,   53460740
13,  8388608, 13631678,   53184172
13,  8388608, 13649763,   64213177
13,  8388608, 13699996,   51955820
13, 16777216, 27294443,  119086094
13, 16777216, 27263055,  118408938
13, 16777216, 27286149,  117822425
13, 16777216, 27284952,  117785194
13, 16777216, 27343254,  117738582
13, 33554432, 54542947,  247674521
13, 33554432, 54637340,  244214354
13, 33554432, 55670677,  244100662
13, 33554432, 54564522,  244484876
13, 33554432, 54634038,  242826485
14,     4096,     6574,       7007
14,     4096,     6530,       7014
14,     4096,     6525,       6994
14,     4096,     6545,       6996
14,     4096,     6532,       6996
14,     8192,    13014,      13845
14,     8192,    13007,      13845
14,     8192,    13033,      13845
14,     8192,    13008,      13844
14,     8192,    13016,      13844
14,    16384,    25977,      27594
14,    16384,    25995,      27577
14,    16384,    25977,      27556
14,    16384,    25985,      27555
14,    16384,    25977,      27557
14,    32768,    51954,      56420
14,    32768,    72760,      56295
14,    32768,    51925,      56576
14,    32768,    51910,      56676
14,    32768,    51919,      56496
14,    65536,   103795,     112554
14,    65536,   103820,     113429
14,    65536,   103798,     113117
14,    65536,   103815,     113684
14,    65536,   103795,     113286
14,   131072,   207544,     233583
14,   131072,   207543,     233473
14,   131072,   207577,     260733
14,   131072,   207552,     233414
14,   131072,   207543,     232825
14,   262144,   415052,     506660
14,   262144,   415031,     511502
14,   262144,   415031,     506071
14,   262144,   415049,     507098
14,   262144,   415045,     511913
14,   524288,   830334,    1013573
14,   524288,   842569,    1014927
14,   524288,   829965,    1013186
14,   524288,   829969,    1013451
14,   524288,   829978,    1019909
14,  1048576,  1688063,    2243090
14,  1048576,  1681468,    2159529
14,  1048576,  1665020,    2161576
14,  1048576,  1676289,    2120037
14,  1048576,  1666324,    2152943
14,  2097152,  3412310,   11113471
14,  2097152,  3433037,   10871508
14,  2097152,  3404430,   10848731
14,  2097152,  3409326,   11042303
14,  2097152,  3425465,   10882343
14,  4194304,  6835792,   24878737
14,  4194304,  6798873,   29727208
14,  4194304,  6799578,   26980471
14,  4194304,  6832528,   31396823
14,  4194304,  6800365,   26469789
14,  8388608, 13637226,   60435219
14,  8388608, 13629684,   56810153
14,  8388608, 13651747,   56959054
14,  8388608, 13628817,   60059206
14,  8388608, 13634810,   60057827
14, 16777216, 27323435,  127296783
14, 16777216, 27273990,  127988298
14, 16777216, 27262605,  126824962
14, 16777216, 27286265,  126340452
14, 16777216, 27258614,  127899539
14, 33554432, 54562488,  261065651
14, 33554432, 54587657,  260719120
14, 33554432, 54576693,  262963962
14, 33554432, 54587620,  261328813
14, 33554432, 54540788,  261772560
15,     4096,     6566,       6999
15,     4096,     6532,       6990
15,     4096,     6525,       6990
15,     4096,     6540,       6988
15,     4096,     6522,       6989
15,     8192,    13013,      13819
15,     8192,    13003,      13819
15,     8192,    13033,      13820
15,     8192,    13008,      13818
15,     8192,    13015,      13818
15,    16384,    25974,      27493
15,    16384,    25994,      27470
15,    16384,    25977,      27498
15,    16384,    25986,      27481
15,    16384,    25977,      27497
15,    32768,    51953,      56763
15,    32768,    51915,      56715
15,    32768,    51920,      56737
15,    32768,    51910,      56769
15,    32768,    51928,      97822
15,    65536,   103813,     113277
15,    65536,   103820,     113076
15,    65536,   103799,     113407
15,    65536,   103812,     113405
15,    65536,   103796,     113504
15,   131072,   207551,     236455
15,   131072,   207545,     235776
15,   131072,   207578,     235865
15,   131072,   212852,     236058
15,   131072,   207555,     235753
15,   262144,   415050,     523537
15,   262144,   415041,     529930
15,   262144,   420383,     523116
15,   262144,   415040,     522775
15,   262144,   415042,     523202
15,   524288,   830318,    1047596
15,   524288,   830033,    1070267
15,   524288,   830021,    1048191
15,   524288,   830030,    1048035
15,   524288,   829994,    1059084
15,  1048576,  1673047,    2229878
15,  1048576,  1677929,    2230371
15,  1048576,  1664510,    2227147
15,  1048576,  1678157,    2292265
15,  1048576,  1665584,    2214436
15,  2097152,  3410131,   11561425
15,  2097152,  3410840,   11644565
15,  2097152,  3431073,   11611822
15,  2097152,  3408324,   11707719
15,  2097152,  3407575,   11863192
15,  4194304,  6806688,   31981140
15,  4194304,  6832104,   28264656
15,  4194304,  6819077,   31915994
15,  4194304,  6833991,   28987941
15,  4194304,  6854813,   24620089
15,  8388608, 13633586,   63824209
15,  8388608, 13640254,   60195583
15,  8388608, 13652507,   62645661
15,  8388608, 13628221,   63425822
15,  8388608, 13636542,   63599132
15, 16777216, 27306234,  134714263
15, 16777216, 27312115,  134676869
15, 16777216, 27353957,  134915428
15, 16777216, 27310015,  135090725
15, 16777216, 27311881,  135821251
15, 33554432, 54604286,  276724448
15, 33554432, 54553243,  279182137
15, 33554432, 54585321,  276196316
15, 33554432, 54597540,  276996427
15, 33554432, 54565732,  276437563
16,     4096,     6561,       7093
16,     4096,     6537,       7083
16,     4096,     6526,       7100
16,     4096,     6543,       7097
16,     4096,     6526,       7101
16,     8192,    13018,      14015
16,     8192,    13008,      13996
16,     8192,    13033,      13997
16,     8192,    13006,      14017
16,     8192,    13015,      14018
16,    16384,    25979,      27859
16,    16384,    25999,      27877
16,    16384,    25976,      27831
16,    16384,    25990,      69573
16,    16384,    25995,      27837
16,    32768,    51939,      57228
16,    32768,    51918,      57092
16,    32768,    51913,      56930
16,    32768,    51921,      57132
16,    32768,    51911,      56986
16,    65536,   103798,     114119
16,    65536,   103810,     114862
16,    65536,   103814,     115202
16,    65536,   103795,     114709
16,    65536,   103818,     114412
16,   131072,   207558,     239617
16,   131072,   207579,     239988
16,   131072,   213229,     240223
16,   131072,   207570,     241245
16,   131072,   207576,     241717
16,   262144,   415032,     532240
16,   262144,   415051,     537631
16,   262144,   415037,     532659
16,   262144,   415039,     532405
16,   262144,   415021,     544011
16,   524288,   830161,    1088268
16,   524288,   835725,    1089116
16,   524288,   829994,    1093310
16,   524288,   830023,    1087965
16,   524288,   841736,    1087820
16,  1048576,  1679437,    2305443
16,  1048576,  1664241,    2319180
16,  1048576,  1680897,    2260930
16,  1048576,  1676659,    2278036
16,  1048576,  1664818,    2266475
16,  2097152,  3424719,   12429964
16,  2097152,  3403880,   12247206
16,  2097152,  3408385,   12285455
16,  2097152,  3432211,   12317608
16,  2097152,  3425851,   12291348
16,  4194304,  6834367,   30344227
16,  4194304,  6831561,   37308076
16,  4194304,  6828857,   34008373
16,  4194304,  6807957,   38170802
16,  4194304,  6802174,   33967919
16,  8388608, 13640228,   65518986
16,  8388608, 13638539,   65407914
16,  8388608, 13661948,   65685309
16,  8388608, 13622139,   65512136
16,  8388608, 13636763,   64529128
16, 16777216, 27310009,  143871622
16, 16777216, 27265719,  145997077
16, 16777216, 27307664,  143400182
16, 16777216, 27278022,  143017196
16, 16777216, 27296418,  143578186
16, 33554432, 54650666,  295228177
16, 33554432, 54643810,  295653514
16, 33554432, 54571661,  296838311
16, 33554432, 54561235,  296543591
16, 33554432, 54549288,  296617040
17,     4096,     6562,       7017
17,     4096,     6551,       7004
17,     4096,     6525,       7007
17,     4096,     6543,       7004
17,     4096,     6533,       7004
17,     8192,    13018,      13836
17,     8192,    13008,      13835
17,     8192,    13033,      13837
17,     8192,    13008,      13835
17,     8192,    13017,      13836
17,    16384,    25979,      27531
17,    16384,    25998,      27571
17,    16384,    25976,      27574
17,    16384,    25987,      27566
17,    16384,    25979,      27571
17,    32768,    51956,      57447
17,    32768,    51915,      78259
17,    32768,    51947,      57472
17,    32768,    51910,      57575
17,    32768,    51931,      57598
17,    65536,   103817,     115202
17,    65536,   103796,     114906
17,    65536,   103810,     115084
17,    65536,   103798,     115048
17,    65536,   103806,     114811
17,   131072,   207542,     244484
17,   131072,   207556,     244389
17,   131072,   207542,     275648
17,   131072,   207554,     247587
17,   131072,   207564,     247664
17,   262144,   415042,     560275
17,   262144,   415054,     566532
17,   262144,   415046,     557566
17,   262144,   415035,     561500
17,   262144,   415027,     566496
17,   524288,   830143,    1126257
17,   524288,   845197,    1126226
17,   524288,   830032,    1132599
17,   524288,   829994,    1127778
17,   524288,   835138,    1126928
17,  1048576,  1685132,    2336700
17,  1048576,  1662868,    2341387
17,  1048576,  1686229,    2406526
17,  1048576,  1664181,    2342923
17,  1048576,  1662847,    2353918
17,  2097152,  3406373,   13023058
17,  2097152,  3409465,   13236671
17,  2097152,  3414937,   13035074
17,  2097152,  3430702,   13069193
17,  2097152,  3426072,   13191853
17,  4194304,  6833474,   40441272
17,  4194304,  6810271,   36237070
17,  4194304,  6832576,   32413312
17,  4194304,  6800104,   40896767
17,  4194304,  6804197,   32293339
17,  8388608, 13642622,   65860224
17,  8388608, 13629950,   64247784
17,  8388608, 13660239,   69749241
17,  8388608, 13643478,   72297952
17,  8388608, 13646484,   69832215
17, 16777216, 27282941,  151786166
17, 16777216, 27320951,  152538972
17, 16777216, 27303141,  152636570
17, 16777216, 27295593,  153493721
17, 16777216, 27259139,  152838057
17, 33554432, 54554033,  315299182
17, 33554432, 54684460,  314098303
17, 33554432, 54626042,  314656439
17, 33554432, 54584455,  313995160
17, 33554432, 54568248,  314228458
18,     4096,     6568,       6974
18,     4096,     6533,       6961
18,     4096,     6526,       6961
18,     4096,     6542,       6961
18,     4096,     6526,       6961
18,     8192,    13012,      13742
18,     8192,    13006,      13742
18,     8192,    13033,      13742
18,     8192,    13008,      13742
18,     8192,    13016,      13742
18,    16384,    25979,      27370
18,    16384,    25993,      27351
18,    16384,    25977,      27386
18,    16384,    25985,      27351
18,    16384,    25975,      27373
18,    32768,    51953,      58235
18,    32768,    51910,      58083
18,    32768,    51918,      58231
18,    32768,    51910,      58192
18,    32768,    51933,      58293
18,    65536,   103807,     116180
18,    65536,   103812,     116058
18,    65536,   103816,     115721
18,    65536,   103803,     115846
18,    65536,   103792,     115961
18,   131072,   207540,     262739
18,   131072,   207570,     244776
18,   131072,   207578,     244486
18,   131072,   207570,     244766
18,   131072,   207608,     244427
18,   262144,   415067,     585226
18,   262144,   415037,     578084
18,   262144,   415061,     577672
18,   262144,   415032,     581962
18,   262144,   415047,     577467
18,   524288,   830212,    1179823
18,   524288,   830033,    1164738
18,   524288,   830093,    1166932
18,   524288,   829968,    1172513
18,   524288,   829992,    1176962
18,  1048576,  1669243,    2504841
18,  1048576,  1673609,    2483794
18,  1048576,  1663584,    2499317
18,  1048576,  1673782,    2481366
18,  1048576,  1664331,    2539151
18,  2097152,  3502301,   13820842
18,  2097152,  3408682,   14975146
18,  2097152,  3409312,   13988827
18,  2097152,  3406161,   13810607
18,  2097152,  3405673,   13858152
18,  4194304,  6831888,   38216434
18,  4194304,  6835569,   42653485
18,  4194304,  6826759,   38129539
18,  4194304,  6826087,   34550063
18,  4194304,  6806980,   42541365
18,  8388608, 13651582,   72190112
18,  8388608, 13633983,   72541211
18,  8388608, 13633344,   72090752
18,  8388608, 13644645,   69784069
18,  8388608, 13636818,   69471473
18, 16777216, 27273262,  161462827
18, 16777216, 27265930,  161779926
18, 16777216, 27256813,  161464738
18, 16777216, 27270308,  163535289
18, 16777216, 27301419,  161390381
18, 33554432, 54544341,  331922109
18, 33554432, 54560432,  333304360
18, 33554432, 54582112,  333615873
18, 33554432, 54952400,  332836556
18, 33554432, 54553108,  334279939
19,     4096,     6551,       7052
19,     4096,     6533,       7040
19,     4096,     6524,       7040
19,     4096,     6546,       7039
19,     4096,     6526,       7037
19,     8192,    13012,      13886
19,     8192,    13006,      13886
19,     8192,    13069,      13886
19,     8192,    34366,      13895
19,     8192,    13012,      13887
19,    16384,    25979,      27680
19,    16384,    25995,      27620
19,    16384,    25978,      27631
19,    16384,    25987,      27629
19,    16384,    25977,      27633
19,    32768,    51922,      59226
19,    32768,    51909,      58963
19,    32768,    51938,      58740
19,    32768,    51909,      58784
19,    32768,    51914,      58575
19,    65536,   103789,     119055
19,    65536,   103812,     119106
19,    65536,   103818,     118819
19,    65536,   103796,     118500
19,    65536,   103804,     119127
19,   131072,   207543,     257957
19,   131072,   207559,     267657
19,   131072,   207575,     258848
19,   131072,   207550,     256865
19,   131072,   207549,     257240
19,   262144,   415018,     601705
19,   262144,   442064,     601152
19,   262144,   415046,     600735
19,   262144,   415045,     601478
19,   262144,   415058,     600863
19,   524288,   830142,    1212424
19,   524288,   829995,    1206895
19,   524288,   842272,    1207995
19,   524288,   830002,    1213279
19,   524288,   829990,    1207662
19,  1048576,  1668233,    2560671
19,  1048576,  1676944,    2578807
19,  1048576,  1665261,    2559472
19,  1048576,  1680477,    2541193
19,  1048576,  1664313,    2563467
19,  2097152,  3409030,   14523456
19,  2097152,  3409912,   14535885
19,  2097152,  3406650,   14747680
19,  2097152,  3411697,   14745611
19,  2097152,  3416408,   14661718
19,  4194304,  6822013,   36006243
19,  4194304,  6805826,   45070612
19,  4194304,  6827637,   36040823
19,  4194304,  6849067,   45001308
19,  4194304,  6806892,   40121010
19,  8388608, 13629884,   73566105
19,  8388608, 13646086,   80635533
19,  8388608, 13671238,   77276202
19,  8388608, 13634534,   75930821
19,  8388608, 13643990,   76074940
19, 16777216, 27272650,  169934281
19, 16777216, 27259642,  170685973
19, 16777216, 27268556,  170458143
19, 16777216, 27260346,  171379806
19, 16777216, 27261365,  170512203
19, 33554432, 54570872,  348730923
19, 33554432, 54562006,  350795431
19, 33554432, 54579934,  353018015
19, 33554432, 54571927,  351007165
19, 33554432, 54582668,  350847681
20,     4096,     6551,       7128
20,     4096,     6534,       7118
20,     4096,     6524,       7116
20,     4096,     6542,       7113
20,     4096,     6526,       7116
20,     8192,    13017,      14035
20,     8192,    13007,      14035
20,     8192,    13034,      14034
20,     8192,    13009,      14033
20,     8192,    13017,      14033
20,    16384,    25976,      27917
20,    16384,    25996,      27907
20,    16384,    25978,      27912
20,    16384,    25987,      27908
20,    16384,    25977,      27911
20,    32768,    51959,      59639
20,    32768,    51909,      59273
20,    32768,    51918,      59367
20,    32768,    51910,      59360
20,    32768,    51929,      59262
20,    65536,   103794,     122572
20,    65536,   103809,     123274
20,    65536,   103820,     122668
20,    65536,   103834,     123333
20,    65536,   103804,     122552
20,   131072,   207573,     257473
20,   131072,   207562,     257413
20,   131072,   207551,     257403
20,   131072,   207563,     257575
20,   131072,   218121,     257496
20,   262144,   415042,     606756
20,   262144,   415033,     606013
20,   262144,   420227,     607278
20,   262144,   415026,     605818
20,   262144,   415033,     606469
20,   524288,   830407,    1245244
20,   524288,   830043,    1251740
20,   524288,   830004,    1252086
20,   524288,   830029,    1246098
20,   524288,   841886,    1246547
20,  1048576,  1679024,    2638462
20,  1048576,  1663675,    2646833
20,  1048576,  1676637,    2686842
20,  1048576,  1663846,    2645183
20,  1048576,  1678282,    2635875
20,  2097152,  3429025,   15378029
20,  2097152,  3439273,   15515129
20,  2097152,  3405912,   15264453
20,  2097152,  3406939,   15311398
20,  2097152,  3412179,   15304048
20,  4194304,  6823298,   47109986
20,  4194304,  6798325,   42156961
20,  4194304,  6835685,   46719660
20,  4194304,  6826604,   42168400
20,  4194304,  6828784,   37680488
20,  8388608, 13653479,   75023612
20,  8388608, 13639517,   78484260
20,  8388608, 13630683,   75106530
20,  8388608, 13658663,   81884345
20,  8388608, 13661902,   84146847
20, 16777216, 27279031,  178749308
20, 16777216, 27404072,  180454525
20, 16777216, 27266601,  178172573
20, 16777216, 27265307,  177958164
20, 16777216, 27249892,  177671806
20, 33554432, 54567004,  367147859
20, 33554432, 54592318,  369093775
20, 33554432, 54564570,  366242790
20, 33554432, 54557235,  368722582
20, 33554432, 54566243,  368234754
21,     4096,     6646,       7067
21,     4096,     6542,       7075
21,     4096,     6532,       7053
21,     4096,     6529,       7055
21,     4096,     6553,       7055
21,     8192,    13006,      13903
21,     8192,    13025,      13904
21,     8192,    13009,      13902
21,     8192,    13018,      13902
21,     8192,    13009,      13904
21,    16384,    26004,      27658
21,    16384,    25977,      27639
21,    16384,    25988,      27618
21,    16384,    25977,      27636
21,    16384,    26038,      27664
21,    32768,    51910,      60440
21,    32768,    51926,      59986
21,    32768,    51909,      59916
21,    32768,    51910,      59884
21,    32768,    51919,      59835
21,    65536,   103801,     119871
21,    65536,   103795,     120143
21,    65536,   103802,     120281
21,    65536,   103796,     137230
21,    65536,   103815,     120230
21,   131072,   207568,     239708
21,   131072,   207556,     239902
21,   131072,   207589,     245733
21,   131072,   207570,     243506
21,   131072,   207581,     242881
21,   262144,   420664,     641883
21,   262144,   415050,     641081
21,   262144,   415060,     664616
21,   262144,   415050,     641034
21,   262144,   415059,     640814
21,   524288,   835649,    1282846
21,   524288,   830016,    1289401
21,   524288,   829997,    1283447
21,   524288,   830047,    1283701
21,   524288,   837458,    1282530
21,  1048576,  1677112,    2651261
21,  1048576,  1673135,    2705449
21,  1048576,  1676050,    2685327
21,  1048576,  1663239,    2701701
21,  1048576,  1672021,    2784684
21,  2097152,  3406945,   16912445
21,  2097152,  3408011,   16428933
21,  2097152,  3413950,   16371483
21,  2097152,  3427539,   16220684
21,  2097152,  3436693,   16052909
21,  4194304,  6848910,   44289130
21,  4194304,  6826068,   39042106
21,  4194304,  6827737,   44283812
21,  4194304,  6800567,   39929448
21,  4194304,  6806982,   33899823
21,  8388608, 13635007,   88734953
21,  8388608, 13687137,   84185059
21,  8388608, 13629251,   85518658
21,  8388608, 13662428,   88997907
21,  8388608, 13667702,   88206409
21, 16777216, 27655397,  187261428
21, 16777216, 27287488,  188103707
21, 16777216, 27308209,  187757924
21, 16777216, 27333722,  187096500
21, 16777216, 27286029,  186928309
21, 33554432, 54596347,  385741432
21, 33554432, 54547744,  386407144
21, 33554432, 54565552,  387168712
21, 33554432, 54539717,  386068779
21, 33554432, 54547930,  386391660
22,     4096,     6558,       7009
22,     4096,     6532,       6996
22,     4096,     6524,       6998
22,     4096,     6542,       6994
22,     4096,     6527,       6996
22,     8192,    13013,      13775
22,     8192,    13006,      13775
22,     8192,    13033,      13776
22,     8192,    13006,      13775
22,     8192,    13015,      13775
22,    16384,    25977,      27408
22,    16384,    25999,      27403
22,    16384,    25979,      27397
22,    16384,    25985,      27399
22,    16384,    25972,      27399
22,    32768,    51951,      61001
22,    32768,    51910,      60674
22,    32768,    51918,      60484
22,    32768,    74663,      60361
22,    32768,    51923,      60620
22,    65536,   103801,     121321
22,    65536,   103795,     121405
22,    65536,   103790,     121618
22,    65536,   103788,     121414
22,    65536,   103797,     121446
22,   131072,   207561,     250136
22,   131072,   207562,     250022
22,   131072,   207580,     250502
22,   131072,   207595,     248930
22,   131072,   207562,     249687
22,   262144,   415043,     647959
22,   262144,   415041,     652578
22,   262144,   415034,     646169
22,   262144,   415034,     647007
22,   262144,   415053,     652428
22,   524288,   830244,    1318571
22,   524288,   830044,    1317844
22,   524288,   835401,    1318806
22,   524288,   829998,    1323081
22,   524288,   829997,    1316902
22,  1048576,  1667974,    2912252
22,  1048576,  1673095,    2980407
22,  1048576,  1662960,    2995502
22,  1048576,  1671920,    2996352
22,  1048576,  1672638,    2976688
22,  2097152,  3431435,   16548546
22,  2097152,  3406181,   16583135
22,  2097152,  3409365,   16448615
22,  2097152,  3403315,   16782419
22,  2097152,  3411625,   16829944
22,  4194304,  6811869,   42086052
22,  4194304,  6826289,   51698551
22,  4194304,  6833450,   46226027
22,  4194304,  6824147,   51412878
22,  4194304,  6831938,   47785269
22,  8388608, 13644174,   87199386
22,  8388608, 13632497,   90101004
22,  8388608, 13630494,   89491629
22,  8388608, 13639271,   89228629
22,  8388608, 13648436,   88256117
22, 16777216, 27301005,  197539487
22, 16777216, 27293028,  195346770
22, 16777216, 27284089,  195909099
22, 16777216, 27304493,  196563299
22, 16777216, 27334502,  194647222
22, 33554432, 54578941,  403828273
22, 33554432, 54532312,  401344820
22, 33554432, 54551754,  403440261
22, 33554432, 54569762,  403048005
22, 33554432, 54582592,  404501928
23,     4096,     6681,       7018
23,     4096,     6534,       7005
23,     4096,     6524,       7006
23,     4096,     6544,       7002
23,     4096,     6532,       7006
23,     8192,    13017,      13786
23,     8192,    13009,      13786
23,     8192,    13033,      13788
23,     8192,    13010,      13786
23,     8192,    13017,      13788
23,    16384,    25982,      27425
23,    16384,    25995,      27404
23,    16384,    25977,      27395
23,    16384,    25988,      27402
23,    16384,    25977,      27395
23,    32768,    51953,      61598
23,    32768,    51905,      61024
23,    32768,    51920,      61003
23,    32768,    51910,      61041
23,    32768,    51930,      61198
23,    65536,   103826,     122896
23,    65536,   103839,     122833
23,    65536,   103818,     122803
23,    65536,   103818,     123102
23,    65536,   103808,     123165
23,   131072,   207557,     265410
23,   131072,   207573,     266009
23,   131072,   207562,     266420
23,   131072,   207562,     265846
23,   131072,   207565,     272771
23,   262144,   415025,     669224
23,   262144,   415028,     672288
23,   262144,   415035,     673428
23,   262144,   415057,     667727
23,   262144,   415044,     668179
23,   524288,   830467,    1353027
23,   524288,   835687,    1351850
23,   524288,   829962,    1357352
23,   524288,   830078,    1351499
23,   524288,   830048,    1352705
23,  1048576,  1676234,    3114464
23,  1048576,  1685514,    3205555
23,  1048576,  1666397,    3136643
23,  1048576,  1684926,    3190551
23,  1048576,  1674260,    3203635
23,  2097152,  3410026,   17487978
23,  2097152,  3405586,   17355163
23,  2097152,  3431139,   17947841
23,  2097152,  3407159,   17308755
23,  2097152,  3406447,   17153057
23,  4194304,  6830743,   54238775
23,  4194304,  6839835,   48352223
23,  4194304,  6805734,   43207961
23,  4194304,  6834012,   54400213
23,  4194304,  6813555,   44001795
23,  8388608, 13637595,   88512425
23,  8388608, 13651501,   86217575
23,  8388608, 13613541,   93623930
23,  8388608, 13659664,   97510663
23,  8388608, 13682666,   91697815
23, 16777216, 27306713,  205557606
23, 16777216, 27283768,  204498183
23, 16777216, 27270122,  205871737
23, 16777216, 27289773,  205528402
23, 16777216, 27273238,  205227996
23, 33554432, 54549837,  423569356
23, 33554432, 54581480,  423803773
23, 33554432, 54564687,  423337749
23, 33554432, 54621441,  422412865
23, 33554432, 54534943,  423237929
24,     4096,     6564,       7033
24,     4096,     6532,       7036
24,     4096,     6520,       7010
24,     4096,     6542,       7010
24,     4096,     6525,       7010
24,     8192,    13017,      13792
24,     8192,    13006,      13793
24,     8192,    13033,      13791
24,     8192,    13006,      13793
24,     8192,    13016,      13792
24,    16384,    25974,      27419
24,    16384,    25998,      27457
24,    16384,    25980,      27446
24,    16384,    25988,      27449
24,    16384,    25979,      27425
24,    32768,    51955,      62799
24,    32768,    51913,      62390
24,    32768,    51919,      62088
24,    32768,    51908,      62311
24,    32768,    51927,      62222
24,    65536,   103809,     125420
24,    65536,   103800,     125207
24,    65536,   124230,     124892
24,    65536,   103794,     125194
24,    65536,   103807,     125188
24,   131072,   207537,     279984
24,   131072,   207576,     279160
24,   131072,   207555,     279391
24,   131072,   207552,     278628
24,   131072,   212522,     281120
24,   262144,   415045,     668857
24,   262144,   415044,     667100
24,   262144,   428764,     668602
24,   262144,   415055,     666884
24,   262144,   415031,     672525
24,   524288,   830392,    1391900
24,   524288,   835314,    1389765
24,   524288,   830036,    1399508
24,   524288,   829992,    1396190
24,   524288,   829967,    1390755
24,  1048576,  1669077,    3139756
24,  1048576,  1674118,    3115441
24,  1048576,  1664790,    3122429
24,  1048576,  1665655,    3106910
24,  1048576,  1684537,    3068756
24,  2097152,  3412026,   18075677
24,  2097152,  3432704,   18169574
24,  2097152,  3421896,   17876497
24,  2097152,  3410184,   18253200
24,  2097152,  3433366,   18472776
24,  4194304,  6839385,   50442960
24,  4194304,  6828830,   56074760
24,  4194304,  6827539,   51902622
24,  4194304,  6834460,   45235828
24,  4194304,  6806313,   56569284
24,  8388608, 13641709,   95428919
24,  8388608, 13651065,   95623555
24,  8388608, 13628505,   95255706
24,  8388608, 13656469,   92367116
24,  8388608, 13638256,   90327769
24, 16777216, 27282343,  214940635
24, 16777216, 27253906,  213229889
24, 16777216, 27241840,  213061234
24, 16777216, 27264001,  213364341
24, 16777216, 27285261,  212659209
24, 33554432, 54586021,  439185890
24, 33554432, 54568027,  440246687
24, 33554432, 54651492,  438013271
24, 33554432, 54589032,  440550889
24, 33554432, 54541847,  440237635
25,     4096,     6558,       7088
25,     4096,     6532,       7115
25,     4096,     6526,       7088
25,     4096,     6548,       7090
25,     4096,     6526,       7091
25,     8192,    13020,      13921
25,     8192,    13007,      13905
25,     8192,    13034,      13922
25,     8192,    55180,      13913
25,     8192,    13009,      13922
25,    16384,    25985,      27698
25,    16384,    25978,      27652
25,    16384,    25995,      27636
25,    16384,    25976,      27652
25,    16384,    25985,      27635
25,    32768,    51907,      64306
25,    32768,    51940,      63385
25,    32768,    51910,      63542
25,    32768,    51921,      63365
25,    32768,    51908,      63416
25,    65536,   103805,     127247
25,    65536,   103820,     127306
25,    65536,   103793,     127508
25,    65536,   103806,     127416
25,    65536,   103793,     127393
25,   131072,   207554,     276681
25,   131072,   213343,     265797
25,   131072,   207541,     276124
25,   131072,   207562,     277692
25,   131072,   207556,     276605
25,   262144,   415042,     708923
25,   262144,   415037,     705000
25,   262144,   415045,     703323
25,   262144,   415047,     713180
25,   262144,   415049,     702219
25,   524288,   830287,    1436239
25,   524288,   830084,    1434592
25,   524288,   829978,    1430262
25,   524288,   830011,    1429962
25,   524288,   835176,    1428996
25,  1048576,  1678255,    3368165
25,  1048576,  1665439,    3430272
25,  1048576,  1666283,    3356028
25,  1048576,  1675873,    3343929
25,  1048576,  1683473,    3348276
25,  2097152,  3407716,   18514237
25,  2097152,  3433279,   19221755
25,  2097152,  3411439,   19262728
25,  2097152,  3430170,   18667800
25,  2097152,  3409308,   19137122
25,  4194304,  6835587,   46706951
25,  4194304,  6829168,   58913767
25,  4194304,  6845249,   47085253
25,  4194304,  6828488,   58430663
25,  4194304,  6819529,   52508542
25,  8388608, 13641425,   96010054
25,  8388608, 13652141,  106026832
25,  8388608, 13642584,   99385930
25,  8388608, 13620645,   98974973
25,  8388608, 13643977,   98870819
25, 16777216, 27291916,  221893722
25, 16777216, 27264963,  222476266
25, 16777216, 27283681,  221678143
25, 16777216, 27287533,  222673893
25, 16777216, 27290658,  222418470
25, 33554432, 54953255,  457072005
25, 33554432, 54562645,  460497133
25, 33554432, 54609009,  459354253
25, 33554432, 54548973,  458734458
25, 33554432, 54537525,  458460541
26,     4096,     6687,       7147
26,     4096,     6533,       7151
26,     4096,     6524,       7129
26,     4096,     6542,       7148
26,     4096,     6525,       7146
26,     8192,    13055,      14032
26,     8192,    13022,      14012
26,     8192,    13007,      14013
26,     8192,    13013,      14013
26,     8192,    13006,      14013
26,    16384,    25999,      27886
26,    16384,    25977,      27889
26,    16384,    25990,      27873
26,    16384,    25977,      27868
26,    16384,    26022,      27862
26,    32768,    51908,      65134
26,    32768,    51919,      64242
26,    32768,    51910,      64297
26,    32768,    51931,      64297
26,    32768,    51908,      64280
26,    65536,   103800,     128981
26,    65536,   103820,     128836
26,    65536,   103797,     129120
26,    65536,   103812,     170800
26,    65536,   103796,     129209
26,   131072,   207543,     280874
26,   131072,   207563,     282269
26,   131072,   207557,     282952
26,   131072,   207568,     282759
26,   131072,   207559,     282689
26,   262144,   415042,     726769
26,   262144,   415037,     725729
