 num,  friendly, unfriendly
4388,  31296681,  133331184
4392,  31359990,  128618408
4396,  31411425,  132306284
4400,  31462023,  129650705
4404,  31561222,  134071976
4408,  31619753,  130318386
4412,  31741503,  134729101
4416,  31694059,  129152676
4420,  31792650,  135366758
4424,  31850734,  131201297
4428,  31890824,  130848178
4432,  31959524,  131672488
4436,  32118336,  142528810
4440,  32194985,  132870516
4444,  32114035,  139282042
4448,  32135075,  132644481
4452,  32251035,  140663863
4456,  32279683,  132814607
4460,  32350421,  139385341
4464,  32416927,  133877715
4468,  32464317,  137322155
4472,  32497818,  133915808
4476,  32572109,  140822926
4480,  32676888,  133513170
4484,  32701828,  137202707
4488,  32745418,  134668932
4492,  32803920,  142127689
4496,  32856211,  135391950
4500,  32922875,  142239150
4504,  32985866,  139902492
4508,  33066337,  143184107
4512,  33109227,  137162378
4516,  33191571,  147254824
4520,  33236376,  136578935
4524,  33249814,  144588380
4528,  33319322,  137130789
4532,  33567312,  144408679
4536,  33446799,  138005104
4540,  33689831,  148493355
4544,  33596021,  137419448
4548,  33674884,  149125692
4552,  33813188,  139928362
4556,  33809110,  141557934
4560,  33798072,  139121172
4564,  33849916,  145893830
4568,  33912865,  139797021
4572,  33969325,  143519536
4576,  34052851,  140210939
4580,  34096282,  146888927
4584,  34186956,  140331396
4588,  34257534,  148445467
4592,  34278810,  141365275
4596,  34318514,  149356251
4600,  34450116,  141293341
4604,  34493544,  148111535
4608,  34820100,  899064685
4612,  34592049,  148735769
4616,  34627131,  141734079
4620,  34686419,  148991262
4624,  34815367,  143730809
4628,  34936176,  150200811
4632,  35029017,  143410157
4636,  34963964,  338404833
4640,  35032623,  144266686
4644,  35086394,  150609054
4648,  35143119,  143413400
4652,  35208863,  152194670
4656,  35399687,  145637761
4660,  35412133,  152028840
4664,  35390367,  145759008
4668,  35424272,  153345499
4672,  35490390,  144930548
4676,  35549869,  153253803
4680,  35625363,  143872167
4684,  35696761,  151836193
4688,  35722719,  146850124
4692,  35821951,  153341526
4696,  35829650,  147559355
4700,  35901176,  155051880
4704,  35990081,  148498451
4708,  36043344,  154262435
4712,  36097090,  148249497
4716,  36153588,  156267620
4720,  36271323,  149116612
4724,  36295919,  156971873
4728,  36357826,  149863295
4732,  36425310,  156365874
4736,  36496331,  150568126
4740,  36588370,  153144836
4744,  36595307,  149864665
4748,  36666528,  157251949
4752,  36699756,  151564955
4756,  36769966,  157410571
4760,  36839828,  151089629
4764,  36879544,  158480665
4768,  36968086,  152670634
4772,  37031847,  155051734
4776,  37086265,  153095283
4780,  37280523,  160467529
4784,  37193275,  153316497
4788,  37255174,  912935998
4792,  37357144,  153034963
4796,  37450539,  160661183
4800,  37631778,  153438717
4804,  37507934,  162956133
4808,  37720037,  155204655
4812,  37655574,  160775348
4816,  37694902,  155500148
4820,  37813187,  163274320
4824,  37984814,  155166762
4828,  38072750,  163429258
4832,  38059201,  156530282
4836,  38075530,  164534253
4840,  38131620,  156956960
4844,  38364729,  160150213
4848,  38211729,  157290347
4852,  38297298,  164721927
4856,  38485111,  160207207
4860,  38657135,  165237827
4864,  38432571,  163538922
4868,  38559728,  165743797
4872,  38590100,  158162294
4876,  38667453,  165851217
4880,  38805146,  159056502
4884,  38801164,  166821313
4888,  38947019,  158755306
4892,  38889862,  167913851
4896,  38999684,  160987641
4900,  39104394,  172124277
4904,  39231042,  160321058
4908,  39369457,  165002887
4912,  40490095,  164618690
4916,  39290427,  170013292
4920,  39426621,  162081312
4924,  39426881,  168600851
4928,  39482560,  161888656
4932,  39583493,  170039988
4936,  39619544,  162355012
4940,  39700262,  170306970
4944,  39741026,  163781333
4948,  39797099,  171081338
4952,  40133644,  163757021
4956,  40172012,  172137320
4960,  39986563,  165767286
4964,  40077283,  172582960
4968,  40134109,  164744675
4972,  40218904,  174415031
4976,  40313842,  166637074
4980,  40452533,  174242277
4984,  40567618,  165815399
4988,  40455491,  174387642
4992,  40513066,  166529216
4996,  40590957,  170612850
5000,  40639930,  625456858
5004,  40723862,  170445610
5008,  40763567,  168757327
5012,  40877689,  175278857
5016,  40903318,  167836265
5020,  41023384,  177583822
5024,  41386546,  169704813
5028,  41097971,  176725768
5032,  41184185,  169633112
5036,  41250278,  178383249
5040,  41337966,  170514759
5044,  41370378,  180725430
5048,  41558889,  169835335
5052,  41506305,  181087289
5056,  41580807,  171112560
5060,  41631048,  179615369
5064,  41750975,  169533305
5068,  41764137,  180814434
5072,  41921559,  172211849
5076,  41903198,  180900766
5080,  41961430,  171995699
5084,  42016188,  366508245
5088,  42105795,  173748019
5092,  42138630,  182863668
5096,  42223630,  172785596
5100,  42269947,  184699258
5104,  42350619,  174566082
5108,  42422802,  183873618
5112,  42504135,  176223355
5116,  42555864,  188778205
5120,  42620037, 1197853805
5124,  42694849,  187400401
5128,  42826579,  176161036
5132,  42798646,  184570982
5136,  42910440,  176675846
5140,  42940422, 1171284435
5144,  43021670,  175791244
5148,  43106522,  187324244
5152,  43143601,  177954640
5156,  43202651,  188230495
5160,  43274200,  177209064
5164,  43375251,  188033738
5168,  43419738,  179286760
5172,  43479626,  187817610
5176,  43589265,  177802927
5180,  43605966,  189346827
5184,  43675149,  178879081
5188,  43748111,  189872654
5192,  43819736,  178833077
5196,  43884387,  189638697
5200,  43968709,  181171583
5204,  44036409,  189354775
5208,  44128190,  182130269
5212,  44181707,  190676051
5216,  44233429,  182487833
5220,  44342752,  190528917
5224,  44368807,  174136188
5228,  44444044,  192100936
5232,  44492822,  183089730
5236,  44557546,  192242881
5240,  44668140,  182420938
5244,  44718085,  192968315
5248,  44816457,  183183999
5252,  44819735,  190595950
5256,  44935133,  674190509
5260,  44979792,  193457325
5264,  45076508,  189343666
5268,  45103967,  191787679
5272,  45204914,  184230584
5276,  45273847,  193497831
5280,  45343002,  186899707
5284,  45412861,  194772009
5288,  45482161,  185355782
5292,  45544250,  195623100
5296,  45584714,  187924663
5300,  45682299,  196748691
5304,  45756415,  186566333
5308,  45811934,  197631378
5312,  45892069,  188052064
5316,  45957934,  197370424
5320,  46031373,  188147208
5324,  46086004,  205540927
5328,  46129256,  190044551
5332,  46231662,  198599311
5336,  46301994,  189277163
5340,  46352522,  194176763
5344,  46437531,  191865523
5348,  46515101,  201491760
5352,  46581807,  191358954
5356,  46640493,  202599628
5360,  46769316,  193209526
5364,  46788682,  202528219
5368,  46882509,  191686566
5372,  46905297,  203216971
5376,  46999384,  261948698
5380,  47061875,  202050488
5384,  47143406,  193138662
5388,  47207476,  205110538
5392,  47281686,  195466047
5396,  47416229,  204771485
5400,  47421529,  194117108
5404,  47479720,  206770011
5408,  47576689,  196622899
5412,  47652961,  758172367
5416,  47691704,  195624020
5420,  47790630,  208737949
5424,  47849465,  198441444
5428,  47963521,  208384789
5432,  47991458,  196975572
5436,  48069366,  209012784
5440,  48097664,  197476335
5444,  48212961,  210104594
5448,  48274795,  199359007
5452,  48396319,  212433361
5456,  48513505,  204576651
5460,  48486564,  212272042
5464,  48553068,  198471105
5468,  48599476,  212529749
5472,  48666383,  202260223
5476,  48742815,  211709774
5480,  48839513,  200157259
5484,  48884670,  213948221
5488,  48978174,  202857626
5492,  49158739,  212979736
5496,  49121533,  202739406
5500,  49305739,  214932581
5504,  49257187,  202519362
5508,  49348382,  213796596
5512,  49394377,  203117825
5516,  49484939,  214743535
5520,  49546850,  204420213
5524,  49793976,  216099889
5528,  49734088,  297516409
5532,  49774436,  216041127
5536,  49851148,  205655086
5540,  49898217,  216842578
5544,  49992218,  204376583
5548,  50042520, 1313770697
5552,  50125272,  207065931
5556,  50200217,  218399372
5560,  50254325,  207219399
5564,  50341502,  217211860
5568,  50489294,  206706863
5572,  50473884,  216943110
5576,  50549710,  206199739
5580,  50619453,  218413720
5584,  50703021,  208847901
5588,  50807870,  217644741
5592,  50838999,  207379473
5596,  50900093,  219047364
5600,  50978540,  210469461
5604,  51102517,  220402703
5608,  51122066,  208662168
5612,  51222543,  221002277
5616,  51272684,  211170697
5620,  51334289,  221274260
5624,  51464279,  211591196
5628,  51503394,  221793181
5632,  51580319, 1382754358
5636,  51688005,  219840768
5640,  51700207,  211075347
5644,  51798697,  221113510
5648,  51898829,  212912249
5652,  51920942,  221980668
5656,  52001632,  212167806
5660,  52065019,  221104612
5664,  52182538,  215020255
5668,  52203965, 1379672652
5672,  52323226,  213322321
5676,  52412383,  224914105
5680,  52457827,  215084849
5684,  52535773,  224998001
5688,  52597817,  214205380
5692,  52688468,  226069367
5696,  52733172,  216441366
5700,  52833612,  226204977
5704,  52955582,  215359521
5708,  52966426,  221240248
5712,  53095047,  217597943
5716,  53150221,  227304122
5720,  53180906,  216835189
5724,  53281981,  228370846
5728,  53332643,  222827878
5732,  53401130,  568968777
5736,  53484205,  218113577
5740,  53615091,  228508822
5744,  53673144,  220621157
5748,  53714133,  230469602
5752,  53821159,  218635232
5756,  53842297,  231632889
5760,  53957594,  221536858
5764,  54001193,  231419793
5768,  54098651,  220124590
5772,  54161492,  233030272
5776,  54236534,  222366519
5780,  54409705,  231971116
5784,  54402315,  221205657
5788,  54478503,  232778009
5792,  54535444,  224701248
5796,  54600434,  233983270
5800,  54679021,  223024136
5804,  54788459,  235761693
5808,  54831623,  224711521
5812,  54900310,  234895385
5816,  54974145,  223434925
5820,  55053501,  235338055
5824,  55146865,  226589672
5828,  55241382,  236618328
5832,  55355588,  225161841
5836,  55392751,  237232233
5840,  55435386,  226695621
5844,  55575973, 1065409914
5848,  55710193,  226360808
5852,  55673356,  236491088
5856,  55757413,  229631542
5860,  55828870,  238028793
5864,  55925207,  227712034
5868,  55982246,  240192308
5872,  56150419,  229802475
5876,  56143138,  239554853
5880,  56208281,  228750596
5884,  56298555,  241230212
5888,  56383419,  266066427
5892,  56445947,  240828233
5896,  56497405,  230910596
5900,  56613534,  241956517
5904,  56642732,  231012876
5908,  56762681,  243380184
5912,  56853594,  231938290
5916,  56890263,  243301615
5920,  56996164,  234495593
5924,  57073585,  245993085
5928,  57095926,  232612640
5932,  57260855,  246676550
5936,  57306215,  233601369
5940,  57347592,  247104463
5944,  57445178,  233314451
5948,  57510020,  248053697
5952,  57605454,  236569446
5956,  57668909,  248171408
5960,  57781564,  234365580
5964,  57844896,  250072565
5968,  57930999,  236064587
5972,  57963177,  250586832
5976,  58041710,  236295086
5980,  58168054,  252468095
5984,  58208488,  239405918
5988,  58273074,  253237578
5992,  58401602,  237648489
5996,  58424061,  254156418
6000,  58613685,  238058231
6004,  58588268,  256066101
6008,  58661778,  238722814
6012,  58731027,  255694872
6016,  58821043,  241430885
6020,  58927114, 1292106831
6024,  59002470,  239855537
6028,  59076895,  257329788
6032,  59158230,  240313459
6036,  59229827,  252099953
6040,  59323626,  241696385
6044,  59394341,  257724054
6048,  59487706,  244282726
6052,  59534056,  259659534
6056,  59627973,  242851101
6060,  59723874,  261518050
6064,  59789507,  242794333
6068,  59876423,  246108118
6072,  60045322,  244754771
6076,  60022812,  261936086
6080,  60103472,  247950165
6084,  60170314,  262354956
6088,  60261061,  245937936
6092,  60340945,  264635181
6096,  60412006,  245656258
6100,  60500407,  263795869
6104,  60587916,  247350694
6108,  60650934,  263867541
6112,  60733742,  249519578
6116,  60799709,  266760099
6120,  60889625,  249939873
6124,  60986751,  266829219
6128,  61111454,  248423904
6132,  61130978, 1627985604
6136,  61256846,  574145038
6140,  61302896,  277122064
6144,  61362159, 1767079578
6148,  61453679,  264122075
6152,  61549131,  583749022
6156,  61602303,  272036901
6160,  61680152,  251050672
6164,  61786819,  268563442
6168,  61883093, 1428018040
6172,  61966353,  269542970
6176,  62032547,  254806527
6180,  62141816,  273294681
6184,  62196755,  254481085
6188,  62302113,  274617516
6192,  62343716,  253265102
6196,  62396373,  273047614
6200,  62517748,  255866001
6204,  62583339,  275987423
6208,  62676275,  257372036
6212,  62750850,  274079566
6216,  62816198,  257177109
6220,  62953323,  274381380
6224,  63013954,  255558660
6228,  63066439,  274756921
6232,  63124456,  256703907
6236,  63248137,  274609331
6240,  63299796,  259741415
6244,  63401934,  274874511
6248,  63514575,  389797954
6252,  63546602,  278312708
6256,  63716127,  260019555
6260,  63737655,  279492112
6264,  63810189,  259833417
6268,  63860579,  278022545
6272,  63950500,  262750694
6276,  64047083, 1347631571
6280,  64130253,  262356454
6284,  64209553,  277887216
6288,  64274941,  260980868
6292,  64463867,  276630672
6296,  64455139,  262620822
6300,  64592495,  279076479
6304,  64609856,  265685033
6308,  64675692,  278408416
6312,  64799106,  263662641
6316,  64861213,  281212901
6320,  64945616,  263930215
6324,  65138037,  280553530
6328,  65084883,  265354536
6332,  65218133, 1716258459
6336,  65328619,  268607386
6340,  65352927,  282385376
6344,  65448314,  266533409
6348,  65483716,  280864951
6352,  65586817,  266620014
6356,  65721849,  281522494
6360,  65778535,  267366883
6364,  65851907,  281003554
6368,  65937168,  271065421
6372,  66023400,  282901227
6376,  66088437,  268922064
6380,  66185863,  283900424
6384,  66295783,  270209717
6388,  66340764,  283664227
6392,  66418843,  271106259
6396,  66533531,  285639192
6400,  66595153,  597531499
6404,  66646646,  284207051
6408,  66790492,  271949962
6412,  66863647,  285647970
6416,  67021729,  271861865
6420,  67018756,  285609569
6424,  67118342,  273101250
6428,  67174644,  287874502
6432,  67255209,  276836959
6436,  67370639,  289148520
6440,  67431697,  273646614
6444,  67490742,  289953605
6448,  67724212,  274968299
6452,  67708539,  289272428
6456,  67766578,  275952026
6460,  67851276,  290443492
6464,  67928000,  279542638
6468,  68033675, 1344881854
6472,  68095603,  277493172
6476,  68250406,  291193805
6480,  68258660,  278143473
6484,  68374397,  292821199
6488,  68463079,  278803213
6492,  68538878,  292498924
6496,  68583714,  282389613
6500,  68683432,  294867731
6504,  68803156,  280901044
6508,  68873126,  296148743
6512,  68956738,  280445253
6516,  69041036, 1547736898
6520,  69117713,  282317676
6524,  69261841,  298637220
6528,  70483465,  286112582
6532,  69386209,  297248690
6536,  69512442,  283757295
6540,  69629042,  300420515
6544,  69627443,  284445015
6548,  69706889,  299328893
6552,  69798248,  284826868
6556,  69914445,  298301783
6560,  69975214,  290088647
6564,  70075834,  297867596
6568,  70129868,  287273091
6572,  70237212,  303265593
6576,  70314127,  286720185
6580,  70398367,  302055546
6584,  70489317,  288405823
6588,  70563879,  302769549
6592,  70641385,  290806722
6596,  70744176,  302730910
6600,  70816511,  290659221
6604,  70911734,  302652820
6608,  71030996,  288547384
6612,  71209670,  306024333
6616,  71171855,  291858406
6620,  71243642,  304379622
6624,  71323874,  293648939
6628,  71445493,  307069957
6632,  71534801,  291635555
6636,  71627935,  307147031
6640,  71687665,  291551821
6644,  71753654,  307721689
6648,  71893455,  293450961
6652,  72056677,  309327281
6656,  72048898, 2110452051
6660,  72187784,  307250821
6664,  72172198,  294722664
6668,  72278852,  308140705
6672,  72365269,  294219252
6676,  72443386, 1592126967
6680,  72571584,  295779851
6684,  72625630,  311044614
6688,  72722276,  299211994
6692,  72804372,  309963904
6696,  72893897,  296391146
6700,  74162572,  315242022
6704,  73089112,  297105292
6708,  73155746,  313942243
6712,  73242160,  298093210
6716,  73327483,  316733471
6720,  73425064,  302575787
6724,  73521974,  316619430
6728,  73608190,  300533199
6732,  73678125,  319312712
6736,  73813889,  300773815
6740,  73881637,  318370228
6744,  73972080,  301148120
6748,  74048816,  320388596
6752,  74116707,  304869243
6756,  74222942,  322913280
6760,  74302232,  302149662
6764,  74420339,  322960592
6768,  74457037,  303088964
6772,  74639073,  321830156
6776,  74677126,  304764445
6780,  74738568,  325141642
6784,  74982547,  309220989
6788,  74914463,  325650247
6792,  74998987,  305426729
6796,  75095716,  327667106
6800,  75181646,  305512293
6804,  75243486,  326955220
6808,  75355805,  307466596
6812,  75443191,  331482563
6816,  75547565,  311834475
6820,  75617991, 1607730293
6824,  75787889,  309829563
6828,  75918575,  328433068
6832,  75910260,  313508507
6836,  75990217,  328166440
6840,  76124268,  310488893
6844,  76141849,  330562520
6848,  76286038,  314406229
6852,  76330538,  334769427
6856,  76419096,  311768901
6860,  76565136,  333100306
6864,  76623578,  311138682
6868,  76690137,  333503313
6872,  76766617,  312530131
6876,  76901251,  335327500
6880,  76935133,  316813504
6884,  77037117,  326128194
6888,  77203277,  314125698
6892,  77239633,  336253103
6896,  77317013,  313958866
6900,  77408359,  333202315
6904,  77536051,  315538096
6908,  77617039,  336146348
6912,  77703079, 1426088352
6916,  77754254,  336045519
6920,  77857411,  316189613
6924,  78035173,  337915250
6928,  78034989,  317004557
6932,  78156619,  337747021
6936,  78285923,  319219742
6940,  78359130,  339066609
6944,  78418721,  322413204
6948,  78480612,  337908572
6952,  78609176,  319876059
6956,  78702851,  340009885
6960,  78746434,  321351982
6964,  78877881,  341352566
6968,  78908598,  321565555
6972,  79170680,  320559504
6976,  79132824,  326316193
6980,  79196152,  340018156
6984,  79327551,  322641008
6988,  79389417,  338239530
6992,  79490215,  323598789
6996,  79575412, 1716899456
7000,  79697548,  324684903
7004,  79771741,  341631180
7008,  79843436,  328527838
7012,  79956632,  343635035
7016,  80023870, 1447307303
7020,  80117186,  342139182
7024,  80239056,  325811424
7028,  80301164, 2038981890
7032,  80413429,  328191189
7036,  80493620,  345842549
7040,  80577660,  334548458
7044,  80688908,  345229273
7048,  80757344,  328931715
7052,  80999525,  346114946
7056,  80954743,  328677729
7060,  81032424,  346875647
7064,  81106340,  330933859
7068,  81241146,  348575270
7072,  81333144,  334381151
7076,  81433095,  350947377
7080,  81491881,  331658613
7084,  81587235,  353071617
7088,  81789936,  332429688
7092,  81767852,  353293469
7096,  81880810,  335121194
7100,  82009767,  355594348
7104,  83258044,  338901467
7108,  82172596,  354521401
7112,  82259352,  335093560
7116,  82350939,  429743354
7120,  82459966,  335819759
7124,  82540729,  354538316
7128,  82611982,  337242004
7132,  82694711,  359562599
7136,  82795785,  340500222
7140,  82909327,  360968095
7144,  82984682,  337916243
7148,  83073216,  360012570
7152,  83179959,  337933710
7156,  83281400,  360437049
7160,  83400725,  341922153
7164,  83436121,  368007174
7168,  83531701, 2503427383
7172,  84852947,  365737198
7176,  83766641,  343014814
7180,  83845916,  365007824
7184,  83899511,  340849608
7188,  84011431,  363704931
7192,  84132439,  343022682
7196,  84189193,  364648329
7200,  84299343,  346554451
7204,  84373687,  366434839
7208,  84512540, 1140582156
7212,  84619324,  367999016
7216,  84661771,  344139972
7220,  84744747,  344765381
7224,  84852664,  346121749
7228,  84982277,  365600831
7232,  85055961,  351413538
7236,  85117145,  366402738
7240,  85261113,  346934533
7244,  85364358,  367683281
7248,  85409694,  348810429
7252,  85602028,  363019910
7256,  85626856,  348053977
7260,  85806931,  368867416
7264,  85821491,  352875426
7268,  85918686,  369012346
7272,  85972845,  353084208
7276,  86079214,  419244636
7280,  86200148,  360638112
7284,  86287494,  378265929
7288,  86354419,  358233331
7292,  86468540,  375604710
7296,  86609919,  359500970
7300,  86681776,  370394414
7304,  86801220,  352968964
7308,  86869932,  369544546
7312,  86967760,  353857804
7316,  87031784,  372096529
7320,  87150628,  355061404
7324,  87217754,  373175673
7328,  87355998,  359628805
7332,  87401968,  378335280
7336,  87545052,  345068552
7340,  87633434, 1830735235
7344,  87721563,  358560416
7348,  87780099,  381963978
7352,  87905270,  362395976
7356,  87992183,  363709897
7360,  88194484,  368871393
7364,  88227751,  382980060
7368,  88252115,  365862554
7372,  88381400,  387529813
7376,  88475755,  373764648
7380,  88678644,  390355139
7384,  88634982,  381951630
7388,  88858873,  380531139
7392,  88851598,  365490436
7396,  89066424,  383484788
7400,  89030530,  362113673
7404,  89134890,  384471455
7408,  89236052,  363291532
7412,  89323364,  383011590
7416,  89420512,  364182732
7420,  89487005,  385003586
7424,  89606518, 2139083469
7428,  89715530,  384992861
7432,  89857785,  363101950
7436,  89919534,  386065489
7440,  90034260,  366409434
7444,  90108166,  386293565
7448,  90216689,  367338305
7452,  90306800,  385492520
7456,  90384361,  371737434
7460,  90517838,  387729168
7464,  90603834,  367931996
7468,  90705094,  389291690
7472,  90894873,  370704753
7476,  90856107,  388238671
7480,  91033806,  369488647
7484,  91054185,  389029534
7488,  91189041,  376960833
7492,  91288155,  389761981
7496,  91398748,  369514163
7500,  91466012,  393174911
7504,  91586811,  372830393
7508,  91715411,  390961672
7512,  91826161,  373944015
7516,  91915319,  387783204
7520,  91983492,  377945483
7524,  92028836,  394393547
7528,  92265761,  374197150
7532,  92266144,  396283932
7536,  92338628,  377931821
7540,  92439962,  396664451
7544,  92635648,  376494669
7548,  93828752,  397290297
7552,  92729919,  383697302
7556,  92825870,  396708991
7560,  92944743,  379704197
7564,  93016264,  395668273
7568,  93113245,  378965640
7572,  93273475,  398448491
7576,  93323423,  379563742
7580,  93413014,  398962580
7584,  93519782,  385134645
7588,  93619171,  401863544
7592,  93695769,  381059347
7596,  93899930,  402146120
7600,  93908403,  382050187
7604,  94000600,  402380686
7608,  94097821,  382204044
7612,  94205312,  402600311
7616,  94298479,  390288134
7620,  94389789,  403501514
7624,  94551319,  385881465
7628,  94679891,  405690580
7632,  94739076,  385639060
7636,  94842492,  404639691
7640,  94879355,  387025257
7644,  95003931, 2258915601
7648,  95137237,  391181235
7652,  95285967,  407562518
7656,  95293903,  382526707
7660,  95501966,  394710902
7664,  95477629,  388820679
7668,  95624360,  409797521
7672,  95709464,  392896110
7676,  95783893,  410983404
7680,  95888403, 2917356907
7684,  96005072,  409259536
7688,  96096704,  394230532
7692,  96189951,  413717928
7696,  97916573,  407852069
7700,  96421924,  413472327
7704,  96503838,  450463551
7708,  96703108,  415444407
7712,  96712695,  397005464
7716,  96779931,  416549424
7720,  97140440, 1299354675
7724,  96989457,  417919073
7728,  97192487,  396168932
7732,  97258252,  420453690
7736,  98760479,  401029573
7740,  97425348,  421384783
7744,  97735957,  405139531
7748,  97830244,  422557949
7752,  97819476,  401359458
7756,  97798647,  428265277
7760,  97992680,  401360339
7764,  98046972,  420752120
7768,  98109018,  404258974
7772,  98221664,  422784451
7776,  98323625,  404227506
7780,  98385256,  428480554
7784,  98527913,  405734721
7788,  98629292,  426105618
7792,  98714337,  405539908
7796,  98892774,  430585227
7800,  98953492,  408791507
7804,  99094416,  436219576
7808,  99096635,  411040966
7812,  99241527,  429656730
7816,  99298680,  413009645
7820,  99444379,  434111317
7824,  99561487,  407879767
7828,  99622083,  431986146
7832,  99954844,  415368478
7836,  99850899,  430725342
7840, 100073065,  411137582
7844, 100055294,  435136744
7848, 100149229,  416888523
7852, 100253038,  438383883
7856, 100392305,  412145232
7860, 100448151,  437006139
7864, 100540543,  408925844
7868, 100746685,  440686796
7872, 100789512,  417149770
7876, 100850255,  442271737
7880, 100960506,  423736176
7884, 101066194, 2927441203
7888, 101169583,  417252906
7892, 101255402,  443450830
7896, 101362364,  418375196
7900, 101557440,  443431449
7904, 101561442,  418386300
7908, 101675306,  445626881
7912, 101763175,  428374316
7916, 101875928,  449320819
7920, 102125751,  420012278
7924, 102119793,  449341100
7928, 102240483,  430637215
7932, 102315615,  451167395
7936, 102404265, 2564235069
7940, 102524115,  448765720
7944, 102601741, 2663558127
7948, 102681885,  450974361
7952, 102833828,  423845360
7956, 102902115,  453402294
7960, 103108778,  436565362
7964, 103173758,  453969024
7968, 103229885,  425580105
7972, 103355708,  456450609
7976, 103448998, 1921187548
7980, 103507022,  460125151
7984, 103718597,  429701785
7988, 103777286,  459978130
7992, 103851495,  427047494
7996, 103938142,  459496971
8000, 104089985,  430823266
8004, 104164441,  460238985
8008, 104263252, 1024859855
8012, 104389521,  460964873
8016, 104507242,  432047803
8020, 104560237,  461167794
8024, 104726939,  448272412
8028, 104955035,  464418989
8032, 104899130,  432302936
8036, 105013851,  467878313
8040, 105141113,  452015044
8044, 105198248,  467669444
8048, 105306118,  436393445
8052, 105420287,  469309614
8056, 105527334,  454010796
8060, 105613692,  470863500
8064, 105761218,  437921695
8068, 105909743,  468755223
8072, 105961672,  457642436
8076, 106040236,  472466901
8080, 106160783,  440135334
8084, 106248875,  472814969
8088, 106429561,  461292352
8092, 106492675,  473591220
8096, 106569186,  439872932
8100, 106687626,  464568733
8104, 106806425,  464296550
8108, 107021139,  478316185
8112, 107022251,  446052818
8116, 111295967,  478769491
8120, 107227821,  468165634
8124, 107276568,  479738512
8128, 107449829,  445468137
8132, 107517878,  478053344
8136, 107598017,  473992488
8140, 107751736,  480538337
8144, 109220958,  450819177
8148, 107966599,  481522653
8152, 108035373,  480407812
8156, 108143182,  483875525
8160, 108289800,  447473271
8164, 108410720,  484534864
8168, 108462470,  487642526
8172, 108642316,  488750242
8176, 108787615,  468215523
8180, 108885364,  492928920
8184, 108923427, 1387078748
8188, 109023003,  515751328
8192, 109180869, 3428868061
8196, 109302010,  502166855
